entry_date,entry_price,exit_date,exit_price,side,quantity,pnl,roi,exit_reason,regime,leverage
1833,35992.7475833172,1835,35908.893716220264,SELL,0.04315615115199468,18.094050815573123,0.18094050815573123,stop_loss,trending_up,5
1850,35282.781266239865,1851,35494.477953837304,SELL,0.06613938609816482,-70.00744478354814,-0.7000744478354813,stop_loss,quiet,5
1898,43561.037763657914,1900,44214.45333011278,SELL,0.03549930737667002,-115.97900019141142,-1.159790001914114,stop_loss,trending_down,5
1914,46224.87575033871,1919,46999.24779709144,BUY,0.033119024717235906,128.23223478370127,1.2823223478370127,stop_loss,trending_up,5
1928,45773.35519975972,1929,46459.95552775611,SELL,0.03381924761851978,-116.10153253733432,-1.161015325373343,stop_loss,trending_up,5
1955,46632.59664881343,1957,47332.08559854563,SELL,0.03286414095775667,-114.940517211961,-1.14940517211961,stop_loss,trending_down,5
1962,49151.19766200933,1965,48413.929697079184,BUY,0.03086831856328473,-113.79111203984138,-1.1379111203984138,stop_loss,trending_up,5
2036,50943.3515223595,2040,51452.7850375831,SELL,0.03538148081835521,-90.12256073555436,-0.9012256073555436,stop_loss,ranging,5
2057,52346.427421428714,2065,51299.49887300014,SELL,0.0341576625773975,178.80316049933862,1.7880316049933862,take_profit,ranging,5
2112,53854.09345649461,2113,54177.21801723357,SELL,0.04216578522811968,-68.12400415024848,-0.6812400415024848,stop_loss,quiet,5
2146,53153.166364126286,2151,52090.10303684376,SELL,0.03397239324632175,180.5740270009266,1.8057402700092662,take_profit,ranging,5
