open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore,timestamp
1734253200000,101682.8,102879.7,99785.1,101961.7,144.673,1734256799999,14665436.43640,2535,74.258,7601632.03560,0,2024-12-15 09:00:00
1734256800000,101169.2,102667.2,99785.1,101012.1,130.44,1734260399999,13242562.84370,3208,79.291,8100761.74040,0,2024-12-15 10:00:00
1734260400000,101576.0,102667.2,99800.0,100386.1,65.322,1734263999999,6616090.73520,1818,29.650,3030450.40280,0,2024-12-15 11:00:00
1734264000000,99900.2,102879.6,99800.1,102710.1,149.758,1734267599999,15216541.11250,2674,72.097,7393967.17440,0,2024-12-15 12:00:00
1734267600000,102710.1,103800.0,99800.0,102879.2,210.915,1734271199999,21571972.29540,2914,132.700,13647066.39960,0,2024-12-15 13:00:00
1734271200000,103223.7,103800.0,101300.0,101682.8,177.841,1734274799999,18199129.82870,2092,80.153,8237107.76510,0,2024-12-15 14:00:00
1734274800000,102710.1,103899.9,99785.1,100386.1,253.089,1734278399999,25733073.44550,1830,108.950,11214374.65560,0,2024-12-15 15:00:00
1734278400000,101059.0,103737.3,100000.1,101647.6,178.561,1734281999999,18196207.45890,2307,78.148,8009938.20780,0,2024-12-15 16:00:00
1734282000000,100986.1,103797.0,100000.1,101682.8,152.535,1734285599999,15607490.41410,1960,91.303,9416911.61250,0,2024-12-15 17:00:00
1734285600000,101586.1,103300.0,100300.3,102186.1,106.004,1734289199999,10795013.76860,1509,53.128,5463165.78030,0,2024-12-15 18:00:00
1734289200000,101586.2,103386.1,100300.3,100300.3,86.872,1734292799999,8887345.87500,1515,48.701,5024237.18520,0,2024-12-15 19:00:00
1734292800000,100400.3,103386.0,100300.2,100986.1,100.527,1734296399999,10245131.81700,1929,40.374,4164376.05660,0,2024-12-15 20:00:00
1734296400000,100986.1,103386.0,100300.2,103386.0,39.925,1734299999999,4070011.60000,1209,17.548,1804312.78600,0,2024-12-15 21:00:00
1734300000000,102710.1,103400.0,100300.4,101682.8,59.172,1734303599999,6085292.00880,967,29.694,3068233.44360,0,2024-12-15 22:00:00
1734303600000,102196.4,103900.0,100300.4,102608.9,152.221,1734307199999,15753315.87750,999,133.338,13825132.33140,0,2024-12-15 23:00:00
1734307200000,102608.9,103900.0,100332.1,101647.6,96.176,1734310799999,9920685.15550,1316,69.769,7237115.87030,0,2024-12-16 00:00:00
1734310800000,100986.1,103880.0,100332.1,103878.9,42.11,1734314399999,4348196.55760,838,24.059,2496606.44590,0,2024-12-16 01:00:00
1734314400000,103386.3,103879.0,100300.3,103223.7,75.867,1734317999999,7753074.38240,1204,29.096,3015959.10460,0,2024-12-16 02:00:00
1734318000000,103223.7,103879.0,100300.3,101682.8,57.429,1734321599999,5857413.06850,1332,24.349,2515944.20260,0,2024-12-16 03:00:00
1734321600000,101851.9,103799.9,100300.3,103039.3,59.736,1734325199999,6132839.11090,1786,33.515,3469280.72460,0,2024-12-16 04:00:00
1734325200000,103039.3,103700.0,100400.0,100400.1,87.223,1734328799999,8954318.57590,1725,53.310,5509665.11300,0,2024-12-16 05:00:00
1734328800000,102529.2,103799.9,100324.9,102465.9,125.733,1734332399999,12897535.91370,1492,86.676,8952473.24200,0,2024-12-16 06:00:00
1734332400000,102381.6,103799.9,101252.5,102356.7,82.766,1734335999999,8479892.25220,1847,33.749,3494260.64880,0,2024-12-16 07:00:00
1734336000000,102356.7,103799.9,101252.5,103549.4,82.431,1734339599999,8456941.43610,1663,41.248,4273928.00280,0,2024-12-16 08:00:00
1734339600000,102786.1,103799.9,101252.5,103039.0,116.118,1734343199999,11856414.57580,1412,34.575,3579332.32860,0,2024-12-16 09:00:00
1734343200000,103038.0,103990.0,101600.0,103900.0,156.441,1734346799999,16144253.98940,2286,94.346,9793682.26910,0,2024-12-16 10:00:00
1734346800000,103989.9,103997.0,101730.0,103986.0,143.466,1734350399999,14855423.42140,2184,77.920,8101461.08910,0,2024-12-16 11:00:00
1734350400000,103986.0,103996.9,101852.0,101852.2,110.198,1734353999999,11337536.88980,2293,37.713,3915854.56190,0,2024-12-16 12:00:00
1734354000000,102186.1,103996.9,101852.1,102019.1,89.174,1734357599999,9194346.27830,1647,53.717,5570882.60640,0,2024-12-16 13:00:00
1734357600000,102715.2,105000.0,101853.4,104000.0,612.749,1734361199999,63759576.02250,1282,565.044,58830550.46850,0,2024-12-16 14:00:00
1734361200000,104000.1,106788.0,104000.1,105512.1,493.962,1734364799999,52280777.68100,1764,337.567,35801572.81090,0,2024-12-16 15:00:00
1734364800000,105711.0,106588.3,104266.6,105300.0,274.482,1734368399999,28943934.72450,2020,154.085,16315146.01780,0,2024-12-16 16:00:00
1734368400000,105053.7,107999.9,104600.0,106316.3,879.591,1734371999999,93610067.86430,1650,777.206,82766934.03480,0,2024-12-16 17:00:00
1734372000000,106301.2,109251.7,105650.1,106390.0,1019.183,1734375599999,110157015.65700,2009,886.553,96012729.07030,0,2024-12-16 18:00:00
1734375600000,106901.4,109251.7,106300.0,108200.1,881.552,1734379199999,95946860.98640,2469,828.911,90327589.50730,0,2024-12-16 19:00:00
1734379200000,108485.0,109251.7,106900.0,107429.3,128.369,1734382799999,13840717.39960,1152,40.720,4425405.16850,0,2024-12-16 20:00:00
1734382800000,107622.6,109200.0,106101.0,106749.0,750.472,1734386399999,80842212.19650,1742,482.656,52259472.79270,0,2024-12-16 21:00:00
1734386400000,107165.4,108902.6,101253.1,103102.9,1843.335,1734389999999,192927290.25320,2567,45.141,4761671.09000,0,2024-12-16 22:00:00
1734390000000,103102.9,108485.1,99763.3,104059.5,1106.887,1734393599999,112989883.66300,2458,82.821,8802779.30350,0,2024-12-16 23:00:00
1734393600000,104525.8,107198.0,99764.0,105149.9,112.085,1734397199999,11452923.89410,1123,28.928,3044845.75350,0,2024-12-17 00:00:00
1734397200000,105054.2,107197.0,99978.6,106339.5,56.596,1734400799999,5976460.99050,1060,28.926,3068760.81960,0,2024-12-17 01:00:00
1734400800000,106339.5,106347.3,103643.9,104685.5,52.867,1734404399999,5583219.17130,724,26.465,2807830.26820,0,2024-12-17 02:00:00
1734404400000,104789.8,106347.3,103274.2,106039.0,49.621,1734407999999,5228197.89970,471,32.209,3398613.33860,0,2024-12-17 03:00:00
1734408000000,106038.9,106300.0,104800.1,105845.6,64.26,1734411599999,6804325.35350,551,34.195,3630392.83380,0,2024-12-17 04:00:00
1734411600000,106014.5,106300.0,103274.2,105000.0,74.791,1734415199999,7878145.19850,1135,37.294,3943622.34770,0,2024-12-17 05:00:00
1734415200000,104999.9,107163.0,99766.0,104455.4,473.298,1734418799999,49437251.82300,2552,278.651,29606793.55740,0,2024-12-17 06:00:00
1734418800000,104455.4,106701.0,100230.0,105542.4,128.171,1734422399999,13271070.08970,2208,61.532,6403931.10700,0,2024-12-17 07:00:00
1734422400000,105317.7,106701.0,99766.2,103582.4,120.208,1734425999999,12681519.15200,2173,62.732,6658359.74820,0,2024-12-17 08:00:00
1734426000000,103582.4,106637.5,100238.3,103801.9,237.421,1734429599999,24819015.47710,4519,137.355,14440094.98010,0,2024-12-17 09:00:00
1734429600000,103734.0,106000.0,100801.3,105326.0,94.704,1734433199999,9747633.70970,2395,42.041,4354718.66310,0,2024-12-17 10:00:00
1734433200000,105317.7,106016.0,100902.0,104481.4,95.277,1734436799999,9949480.70070,1853,48.078,5050749.72180,0,2024-12-17 11:00:00
1734436800000,104481.4,106016.0,100902.0,105317.7,144.745,1734440399999,15103786.59200,2665,58.504,6152547.35360,0,2024-12-17 12:00:00
1734440400000,104888.6,106015.9,101299.1,103420.8,152.042,1734443999999,15825787.48020,2417,52.423,5516538.82520,0,2024-12-17 13:00:00
1734444000000,103734.0,105881.7,101001.0,103206.1,784.411,1734447599999,80861105.22730,2899,129.878,13618520.56390,0,2024-12-17 14:00:00
1734447600000,103591.3,105881.7,102300.0,102890.3,135.795,1734451199999,14107990.13740,2773,58.009,6070978.48400,0,2024-12-17 15:00:00
1734451200000,102300.2,104800.1,102300.0,103997.8,278.811,1734454799999,28866784.15270,2810,125.328,13077298.27590,0,2024-12-17 16:00:00
1734454800000,103420.7,105881.7,102300.0,104520.5,147.784,1734458399999,15313339.13720,2860,69.071,7207731.37860,0,2024-12-17 17:00:00
1734458400000,104520.5,105881.6,104000.4,105880.9,151.836,1734461999999,16033494.50500,1648,75.910,8033109.73260,0,2024-12-17 18:00:00
1734462000000,105880.9,105881.6,102359.9,105005.6,132.905,1734465599999,13945102.18630,1056,46.850,4941136.60120,0,2024-12-17 19:00:00
1734465600000,104483.5,105549.9,102539.6,104981.0,37.746,1734469199999,3949446.31220,641,12.503,1318530.77130,0,2024-12-17 20:00:00
1734469200000,105011.9,105881.7,102359.9,103420.7,91.806,1734472799999,9579674.59300,2079,38.210,4016278.30720,0,2024-12-17 21:00:00
1734472800000,103420.7,105786.1,102600.0,103488.5,54.289,1734476399999,5630892.08080,954,22.574,2353126.25590,0,2024-12-17 22:00:00
1734476400000,103488.5,104481.5,102786.2,103911.2,48.363,1734479999999,5014478.38310,407,30.507,3172975.31160,0,2024-12-17 23:00:00
1734480000000,103911.2,105000.0,102786.1,104335.3,58.905,1734483599999,6136298.23440,1241,31.012,3241042.62880,0,2024-12-18 00:00:00
1734483600000,104113.0,105542.3,102786.1,105542.3,53.553,1734487199999,5604264.92130,565,28.886,3036285.94990,0,2024-12-18 01:00:00
1734487200000,104745.2,105571.1,102786.1,102786.1,44.134,1734490799999,4631637.24560,990,22.830,2405137.23610,0,2024-12-18 02:00:00
1734490800000,102786.2,105786.1,102300.0,103409.9,147.043,1734494399999,15161466.16650,1313,34.855,3645429.94570,0,2024-12-18 03:00:00
1734494400000,102890.4,104431.3,102301.0,102824.9,82.51,1734497999999,8494922.37110,836,39.490,4076591.00390,0,2024-12-18 04:00:00
1734498000000,102824.9,103674.4,102301.0,102831.9,65.429,1734501599999,6737621.10390,985,23.675,2448376.11710,0,2024-12-18 05:00:00
1734501600000,102832.1,103674.4,102300.0,102401.1,96.43,1734505199999,9932088.41680,1779,37.673,3897771.64180,0,2024-12-18 06:00:00
1734505200000,102401.1,103986.1,102300.0,103064.1,187.258,1734508799999,19302087.65500,2662,95.402,9869834.93800,0,2024-12-18 07:00:00
1734508800000,103860.3,104262.1,102310.0,103995.8,100.079,1734512399999,10369334.69860,1528,51.180,5316790.46440,0,2024-12-18 08:00:00
1734512400000,104005.8,104888.0,103299.9,103346.3,115.87,1734515999999,12066816.23190,1918,55.875,5844748.64330,0,2024-12-18 09:00:00
1734516000000,103346.2,105000.0,103299.9,105000.0,38.804,1734519599999,4058184.93340,819,21.728,2277450.01460,0,2024-12-18 10:00:00
1734519600000,105000.0,105186.1,103299.9,104672.5,26.059,1734523199999,2720861.47450,775,11.528,1206637.68720,0,2024-12-18 11:00:00
1734523200000,104672.5,105127.7,103299.9,104374.5,95.457,1734526799999,9949442.85520,1678,43.977,4606936.94680,0,2024-12-18 12:00:00
1734526800000,104374.5,105108.5,103299.0,104725.8,78.368,1734530399999,8187090.49780,1826,42.174,4420914.86490,0,2024-12-18 13:00:00
1734530400000,104725.8,105100.0,103299.0,104216.1,39.491,1734533999999,4119247.61450,1202,17.250,1802486.40980,0,2024-12-18 14:00:00
1734534000000,104383.5,105700.0,102900.0,104377.5,309.923,1734537599999,32370392.60010,2102,247.281,25875270.50130,0,2024-12-18 15:00:00
1734537600000,104377.5,105700.0,102900.1,103403.2,69.728,1734541199999,7293527.48970,1463,34.013,3577084.68520,0,2024-12-18 16:00:00
1734541200000,103860.3,105639.1,102831.9,104599.0,260.0,1734544799999,26993419.30150,1188,66.833,6986483.98630,0,2024-12-18 17:00:00
1734544800000,104599.0,105500.0,103727.2,104731.1,125.387,1734548399999,13178980.85100,849,100.759,10607065.34490,0,2024-12-18 18:00:00
1734548400000,104731.1,105951.1,102300.0,102889.0,475.061,1734551999999,49386050.49510,1976,227.136,23944459.62090,0,2024-12-18 19:00:00
1734552000000,102889.0,105900.0,102300.0,102732.2,370.245,1734555599999,37952691.51540,1299,35.428,3671373.40720,0,2024-12-18 20:00:00
1734555600000,102732.2,103400.0,102421.9,103261.9,32.572,1734559199999,3357556.30230,770,18.739,1935785.97860,0,2024-12-18 21:00:00
1734559200000,102724.9,103262.0,102300.0,102300.3,148.427,1734562799999,15201994.26500,795,16.413,1692930.27710,0,2024-12-18 22:00:00
1734562800000,102300.2,103262.1,102300.0,102832.0,285.875,1734566399999,29257329.85530,607,13.585,1401788.17400,0,2024-12-18 23:00:00
1734566400000,102832.0,103262.2,99766.2,103262.0,340.702,1734569999999,34528132.61430,878,11.583,1188175.84460,0,2024-12-19 00:00:00
1734570000000,102721.7,103262.2,101700.0,102710.9,13.932,1734573599999,1429066.11380,418,7.502,771395.94490,0,2024-12-19 01:00:00
1734573600000,102317.7,102710.9,99766.2,99894.0,804.4,1734577199999,81156508.19970,1038,40.836,4121973.55540,0,2024-12-19 02:00:00
1734577200000,100195.8,100800.0,99776.0,99777.0,70.01,1734580799999,7017652.75460,1948,29.775,2996450.51700,0,2024-12-19 03:00:00
1734580800000,99777.1,100800.0,99777.1,100800.0,106.549,1734584399999,10712353.33320,899,69.837,7033137.53860,0,2024-12-19 04:00:00
1734584400000,100799.9,101400.0,100100.0,100690.0,148.183,1734587999999,14923270.74480,877,106.577,10744723.91050,0,2024-12-19 05:00:00
1734588000000,100688.0,101400.0,100100.0,101399.9,520.403,1734591599999,52534771.06340,1345,306.652,31090404.46260,0,2024-12-19 06:00:00
1734591600000,100795.8,101400.0,100100.0,100994.7,65.233,1734595199999,6580504.23210,1424,32.443,3285287.12930,0,2024-12-19 07:00:00
1734595200000,100489.8,101358.4,100195.8,101322.9,85.576,1734598799999,8637823.39910,1421,42.797,4332890.52020,0,2024-12-19 08:00:00
1734598800000,101358.3,101358.4,100195.8,101100.1,83.017,1734602399999,8383148.76500,1167,38.169,3865375.38410,0,2024-12-19 09:00:00
1734602400000,101358.0,101400.0,100313.1,100723.3,111.195,1734605999999,11249598.76370,853,65.097,6596988.82520,0,2024-12-19 10:00:00
1734606000000,100723.3,102699.9,100315.1,101395.8,997.406,1734609599999,101189286.49420,2585,849.660,86266821.30910,0,2024-12-19 11:00:00
1734609600000,100796.0,103399.9,100315.1,102595.8,227.02,1734613199999,23049393.68510,2353,80.434,8242219.45760,0,2024-12-19 12:00:00
1734613200000,101954.8,102457.0,100500.0,100800.7,131.04,1734616799999,13283150.50830,1879,68.410,6959780.96630,0,2024-12-19 13:00:00
1734616800000,101074.9,102368.1,100501.0,100757.8,131.362,1734620399999,13316823.78350,2360,67.283,6839517.21020,0,2024-12-19 14:00:00
1734620400000,100757.8,102405.7,100501.0,101954.7,245.844,1734623999999,24938846.24950,2646,86.730,8837861.33480,0,2024-12-19 15:00:00
1734624000000,101743.9,103099.0,100501.0,100710.0,186.718,1734627599999,18981753.29340,3244,80.257,8198334.93590,0,2024-12-19 16:00:00
1734627600000,100668.6,102959.4,100502.0,101012.4,124.067,1734631199999,12540201.50520,1404,67.391,6829944.01850,0,2024-12-19 17:00:00
1734631200000,101012.4,101993.4,100512.0,100950.7,95.857,1734634799999,9701249.69480,2037,46.597,4734165.00720,0,2024-12-19 18:00:00
1734634800000,100950.8,101993.4,100512.0,100990.2,76.609,1734638399999,7750393.33820,1246,36.032,3657405.27500,0,2024-12-19 19:00:00
1734638400000,100990.3,101993.9,100315.1,100792.2,499.238,1734641999999,50239033.21230,2040,59.038,5985360.22080,0,2024-12-19 20:00:00
1734642000000,100792.2,101306.5,100366.9,101135.9,40.571,1734645599999,4102416.54350,990,25.847,2617970.81100,0,2024-12-19 21:00:00
1734645600000,101135.9,101293.3,100101.1,100204.8,426.66,1734649199999,42826269.12040,967,78.770,7942168.00010,0,2024-12-19 22:00:00
1734649200000,100204.8,101993.9,99779.0,100102.7,241.651,1734652799999,24197853.03270,1091,24.231,2449605.98950,0,2024-12-19 23:00:00
1734652800000,100102.7,101980.0,99777.2,101568.6,82.464,1734656399999,8270084.31210,861,17.776,1799927.20620,0,2024-12-20 00:00:00
1734656400000,101217.0,101750.0,100207.0,100750.4,61.581,1734659999999,6227120.24820,854,27.291,2769211.55040,0,2024-12-20 01:00:00
1734660000000,100795.8,100796.1,99777.2,99777.4,306.712,1734663599999,30841321.93600,1225,48.425,4876590.10700,0,2024-12-20 02:00:00
1734663600000,100263.9,101452.4,99752.0,100861.7,960.859,1734667199999,95907909.68740,1242,48.047,4838826.04570,0,2024-12-20 03:00:00
1734667200000,100448.0,101111.0,99752.0,101008.8,82.175,1734670799999,8257802.60860,1019,46.023,4641062.15180,0,2024-12-20 04:00:00
1734670800000,100945.3,101111.1,99752.0,100110.6,72.03,1734674399999,7231047.50660,950,31.180,3140535.23290,0,2024-12-20 05:00:00
1734674400000,100110.7,100780.8,99752.7,99850.0,115.802,1734677999999,11594693.75530,1133,38.614,3881152.09730,0,2024-12-20 06:00:00
1734678000000,99850.0,100607.6,98236.9,99906.2,928.597,1734681599999,92513195.30920,1024,40.309,4044940.21400,0,2024-12-20 07:00:00
1734681600000,99906.2,100076.3,96359.9,98830.7,569.468,1734685199999,55797438.37630,2541,101.577,10129550.17420,0,2024-12-20 08:00:00
1734685200000,98160.0,100020.0,96359.9,96947.0,154.787,1734688799999,15193133.12260,2018,58.742,5824915.39660,0,2024-12-20 09:00:00
1734688800000,97021.7,99960.0,96359.9,97446.6,289.808,1734692399999,28118143.30760,1594,57.314,5646133.87350,0,2024-12-20 10:00:00
1734692400000,97360.7,98379.5,96359.9,97351.4,157.699,1734695999999,15434582.80670,1593,78.242,7690532.22980,0,2024-12-20 11:00:00
1734696000000,97351.5,98379.5,95120.0,96700.0,1426.36,1734699599999,136956754.65070,1448,123.103,11929889.76090,0,2024-12-20 12:00:00
1734699600000,95947.4,97612.2,95400.0,96946.8,189.359,1734703199999,18269271.42700,2751,96.854,9389194.91580,0,2024-12-20 13:00:00
1734703200000,96300.2,97612.2,96300.0,97600.0,120.435,1734706799999,11704584.19440,1730,65.906,6427626.95890,0,2024-12-20 14:00:00
1734706800000,97085.7,97599.9,96300.0,96447.5,177.842,1734710399999,17250656.25020,2266,91.791,8940595.15560,0,2024-12-20 15:00:00
1734710400000,96978.9,97599.8,96310.0,96947.0,106.752,1734713999999,10355949.79220,1630,48.190,4686322.70990,0,2024-12-20 16:00:00
1734714000000,97599.7,97599.8,96506.0,97035.8,70.097,1734717599999,6810161.09640,1472,38.315,3732878.13590,0,2024-12-20 17:00:00
1734717600000,97035.8,97599.9,96310.1,97045.2,146.608,1734721199999,14226305.47890,2006,75.917,7394188.29460,0,2024-12-20 18:00:00
1734721200000,97459.0,97599.9,96310.1,97100.0,509.307,1734724799999,49618046.52770,2199,321.276,31347552.78060,0,2024-12-20 19:00:00
1734724800000,97599.8,99799.9,96301.0,96600.1,552.868,1734728399999,54076753.92950,1879,436.878,42830136.79180,0,2024-12-20 20:00:00
1734728400000,96772.3,98999.8,96112.0,98557.7,301.88,1734731999999,29234937.78730,1556,45.704,4464994.70560,0,2024-12-20 21:00:00
1734732000000,98524.3,98999.8,96253.1,97074.6,101.896,1734735599999,9981775.34820,7037,47.790,4707099.35110,0,2024-12-20 22:00:00
1734735600000,97424.2,98889.0,97072.4,97900.2,85.659,1734739199999,8403467.74640,10032,40.356,3974561.43380,0,2024-12-20 23:00:00
1734739200000,98446.3,98889.0,96800.1,98291.9,97.701,1734742799999,9601356.20820,861,62.806,6188353.75370,0,2024-12-21 00:00:00
1734742800000,98291.9,98889.0,97434.3,98721.0,53.648,1734746399999,5275585.22120,948,32.587,3212725.40110,0,2024-12-21 01:00:00
1734746400000,98888.9,98889.0,96800.0,97948.0,57.395,1734749999999,5633753.37450,888,29.425,2896998.79810,0,2024-12-21 02:00:00
1734750000000,97902.5,98822.4,96800.0,98247.4,48.912,1734753599999,4803589.99640,845,22.148,2183708.42670,0,2024-12-21 03:00:00
1734753600000,98247.4,98888.0,96200.0,98210.9,89.653,1734757199999,8795787.80660,1338,47.566,4689171.96480,0,2024-12-21 04:00:00
1734757200000,97968.6,98888.0,96112.2,98340.3,78.521,1734760799999,7704307.62380,1005,35.968,3543185.42960,0,2024-12-21 05:00:00
1734760800000,98150.0,98887.8,97406.7,98550.1,106.619,1734764399999,10505313.75570,999,42.317,4178385.32840,0,2024-12-21 06:00:00
1734764400000,98885.1,98887.7,98550.0,98887.7,112.304,1734767999999,11090939.32380,1253,67.802,6703672.03900,0,2024-12-21 07:00:00
1734768000000,98885.0,98887.9,98550.0,98550.0,165.472,1734771599999,16325865.79170,897,50.908,5032791.74370,0,2024-12-21 08:00:00
1734771600000,98555.1,98887.9,98550.0,98876.9,51.12,1734775199999,5049685.70840,645,30.126,2978348.66790,0,2024-12-21 09:00:00
1734775200000,98876.9,98876.9,98700.0,98700.3,138.555,1734778799999,13687138.91280,915,62.402,6169743.53780,0,2024-12-21 10:00:00
1734778800000,98700.3,98876.9,96211.0,98874.7,1069.337,1734782399999,104903944.68210,1629,72.015,7105662.73390,0,2024-12-21 11:00:00
1734782400000,98875.0,98875.0,96447.4,98100.5,131.378,1734785999999,12924992.53480,1843,60.420,5960505.12960,0,2024-12-21 12:00:00
1734786000000,98100.5,98848.0,96447.4,97385.2,140.188,1734789599999,13659673.86200,1719,57.230,5598862.18500,0,2024-12-21 13:00:00
1734789600000,97385.2,97458.1,96500.0,97458.1,168.471,1734793199999,16340811.75730,1496,80.775,7854674.37080,0,2024-12-21 14:00:00
1734793200000,97365.9,98800.0,97279.5,98300.0,123.516,1734796799999,12091142.38020,1780,53.844,5280784.66960,0,2024-12-21 15:00:00
1734796800000,98299.8,98800.0,96600.5,96607.0,223.743,1734800399999,21817127.36950,2244,97.438,9523501.62370,0,2024-12-21 16:00:00
1734800400000,97105.1,98300.0,96607.0,97572.2,131.35,1734803999999,12806295.97530,1931,58.715,5741627.31560,0,2024-12-21 17:00:00
1734804000000,97891.7,98384.7,96607.0,97828.8,137.297,1734807599999,13404037.00520,1423,42.214,4136094.29940,0,2024-12-21 18:00:00
1734807600000,97828.8,98200.0,96211.0,96554.0,300.672,1734811199999,29071312.96660,1581,56.854,5528569.70450,0,2024-12-21 19:00:00
1734811200000,96556.4,97548.0,96222.0,97080.3,48.449,1734814799999,4706159.48750,1095,26.940,2624496.64480,0,2024-12-21 20:00:00
1734814800000,97449.5,97909.0,96222.0,97855.1,50.776,1734818399999,4937144.13670,1135,27.642,2695710.54380,0,2024-12-21 21:00:00
1734818400000,97443.5,98100.0,97222.0,97808.9,653.287,1734821999999,63967931.92780,713,618.642,60589030.21950,0,2024-12-21 22:00:00
1734822000000,98026.1,98100.0,97220.6,97930.5,41.751,1734825599999,4084467.89690,581,25.660,2514533.46710,0,2024-12-21 23:00:00
1734825600000,97999.7,97999.9,96225.0,96225.0,47.186,1734829199999,4571322.66200,868,15.763,1534180.01480,0,2024-12-22 00:00:00
1734829200000,96225.1,97130.0,96225.0,96599.7,54.945,1734832799999,5298297.80960,782,24.257,2344429.65380,0,2024-12-22 01:00:00
1734832800000,96599.9,97998.0,96225.0,97930.7,63.069,1734836399999,6116601.19830,1093,44.169,4285728.18960,0,2024-12-22 02:00:00
1734836400000,97997.7,97999.9,97100.3,97100.3,60.967,1734839999999,5953215.60950,567,30.581,2988313.85210,0,2024-12-22 03:00:00
1734840000000,97798.2,97999.9,96795.5,97000.1,99.368,1734843599999,9690495.68570,911,56.350,5511521.58950,0,2024-12-22 04:00:00
1734843600000,97000.1,97999.9,96225.1,96699.8,114.091,1734847199999,11038623.87920,1146,29.114,2832608.40200,0,2024-12-22 05:00:00
1734847200000,96513.9,97999.9,96225.3,97640.4,80.278,1734850799999,7800887.25610,1298,36.592,3567348.68030,0,2024-12-22 06:00:00
1734850800000,97640.6,97999.9,96543.5,97567.0,87.63,1734854399999,8553252.14400,1039,53.330,5217684.38300,0,2024-12-22 07:00:00
1734854400000,97732.7,97999.8,96543.5,97824.5,94.525,1734857999999,9203670.44310,1108,48.996,4786240.30310,0,2024-12-22 08:00:00
